model	date	method	resolution	distance_mean	distance_median
2e7zFH_A	2007-01-15	x-ray diffraction	1.26	1.5249538359882548	1.5250316107839463
2wwfFH_C	2009-10-23	x-ray diffraction	1.89	1.5324584837302553	1.5339243432276988
2eeyFH_A	2007-02-19	x-ray diffraction	1.94	1.5253016350355704	1.5251816165875285
3inzFH_B	2009-08-13	x-ray diffraction	1.7	1.5227891311245432	1.523607856271288
1jd1FH_C	2001-06-12	x-ray diffraction	1.7	1.5268316717590382	1.5266224734125284
3isqFH_A	2009-08-27	x-ray diffraction	1.75	1.5251865215851617	1.5259764581590234
3h36FH_A	2009-04-15	x-ray diffraction	1.8	1.5286071014731892	1.5279020726778467
1jkgFH_A	2001-07-12	x-ray diffraction	1.9	1.5236359265670476	1.5243802328410623
2yyyFH_A	2007-05-02	x-ray diffraction	1.85	1.529159036070528	1.5283284466030955
2pcjFH_B	2007-03-30	x-ray diffraction	1.7	1.523657150571427	1.524331634217967
1cc8FH_A	1999-03-04	x-ray diffraction	1.02	1.5255119313263112	1.526684559503484
1w4sFH_A	2004-07-28	x-ray diffraction	1.55	1.5201548619896772	1.5189756707036766
3bn6FH_A	2007-12-13	x-ray diffraction	1.67	1.523180961576958	1.5235010939625449
1w66FH_A	2004-08-13	x-ray diffraction	1.08	1.5174801328692882	1.5176256436649174
3b9gFH_A	2007-11-05	x-ray diffraction	1.4	1.5247267130308357	1.5253642006018306
2ig8FH_A	2006-09-22	x-ray diffraction	1.9	1.528071176904003	1.5289260551611192
3n9uFH_B	2010-05-31	x-ray diffraction	1.92	1.5254859273173802	1.524563700181564
2hiyFH_A	2006-06-29	x-ray diffraction	1.4	1.522331435434499	1.522404604785232
2xmoFH_B	2010-07-28	x-ray diffraction	1.7	1.52423736009109	1.5245421079325736
1j7kFH_A	2001-05-16	x-ray diffraction	1.8	1.525132245859631	1.5253511356830847
2cwaFH_A	2005-06-17	x-ray diffraction	1.96	1.5228090951379107	1.5229215772910192
2zyoFH_A	2009-01-27	x-ray diffraction	1.55	1.5270071078732923	1.5272248976298293
3m19FH_A	2010-03-04	x-ray diffraction	1.7	1.525555873359242	1.52603587803241
3dzaFH_A	2008-07-29	x-ray diffraction	1.65	1.5279272689367538	1.5283419380735999
1rxqFH_C	2003-12-18	x-ray diffraction	1.7	1.5247946618291741	1.5248915801533962
2elfFH_A	2007-03-27	x-ray diffraction	1.7	1.5234533242776738	1.5243355867939545
2r1jFH_R	2007-08-22	x-ray diffraction	1.53	1.5293812359192582	1.5282791172363668
1ne7FH_C	2002-12-10	x-ray diffraction	1.75	1.5244537626876067	1.524813678661999
3of7FH_A	2010-08-14	x-ray diffraction	1.9	1.5265922870758717	1.5266628192444698
1jniFH_A	2001-07-24	x-ray diffraction	1.25	nan	1.5236554908621258
3fwzFH_B	2009-01-19	x-ray diffraction	1.79	1.5248769695780766	1.526516119849672
2fcbFH_A	1999-01-07	x-ray diffraction	1.74	1.5238910988801668	1.5235147613425084
3p1vFH_A	2010-09-30	x-ray diffraction	1.93	1.5299908873154848	1.5308572294726712
3a4rFH_A	2009-07-14	x-ray diffraction	1.0	1.5218998729226019	1.5218681337701907
1uzmFH_B	2004-03-14	x-ray diffraction	1.49	nan	nan
3ovcFH_A	2010-09-16	x-ray diffraction	1.95	1.528471722236141	1.528469410723911
2gauFH_A	2006-03-09	x-ray diffraction	1.9	1.5279745090516854	1.528575199789254
2g9wFH_A	2006-03-07	x-ray diffraction	1.8	1.5259030805109266	1.5252942186786522
3mhwFH_U	2010-04-09	x-ray diffraction	1.45	1.5243278462730825	1.5242455178747312
1wt6FH_A	2004-11-16	x-ray diffraction	1.6	1.53093400058549	1.5288800160107245
2hmqFH_D	1990-10-18	x-ray diffraction	1.66	1.5203929381570993	1.5191459686893503
2ftxFH_A	2006-01-25	x-ray diffraction	1.9	1.5285429954799383	1.5265600189496882
1k8uFH_A	2001-10-25	x-ray diffraction	1.15	1.5164291917020545	1.5156531634445563
1z0jFH_A	2005-03-01	x-ray diffraction	1.32	1.5261378772942937	1.5263839981380092
3nqiFH_A	2010-06-29	x-ray diffraction	1.87	1.5268345301169641	1.5273436339543318
1vyoFH_A	2004-05-03	x-ray diffraction	1.48	1.5191006650420107	1.5190019086810245
1zsyFH_A	2005-05-25	x-ray diffraction	1.75	1.5251925940736588	1.5259388845038047
1rqjFH_A	2003-12-05	x-ray diffraction	1.95	1.5265686968602958	1.526628975258735
2oqbFH_A	2007-01-31	x-ray diffraction	1.69	1.5243583935256666	1.5229529218008115
3lgbFH_B	2010-01-20	x-ray diffraction	1.54	1.5274900115175427	1.5283768896242402
1i2mFH_B	2001-02-11	x-ray diffraction	1.76	1.5231077850860752	1.523117421907477
1bgfFH_A	1998-05-28	x-ray diffraction	1.45	1.5304569734642637	1.5297214759417024
3c5jFH_A	2008-01-31	x-ray diffraction	1.8	1.524076075602919	1.5241604730765033
2oizFH_D	2007-01-12	x-ray diffraction	1.05	1.521050360713707	1.520642723507771
2cdcFH_A	2006-01-23	x-ray diffraction	1.5	1.527373079824284	1.5276218549009744
3enuFH_A	2008-09-26	x-ray diffraction	1.86	1.5233895328066827	1.5234395993951872
3iu6FH_A	2009-08-30	x-ray diffraction	1.79	1.529852209313325	1.529868170598515
1d4oFH_A	1999-10-04	x-ray diffraction	1.21	1.523137777280875	1.523363781860353
2hzlFH_B	2006-08-09	x-ray diffraction	1.4	1.5249357584636185	1.5252396292319803
2egdFH_B	2007-02-28	x-ray diffraction	1.8	1.529675785454712	1.5298381889846722
2p0wFH_B	2007-03-01	x-ray diffraction	1.9	1.530065915486944	1.5296601355796544
2eutFH_A	2005-10-29	x-ray diffraction	1.12	1.5249838168419345	1.525146051225784
2eveFH_A	2005-10-31	x-ray diffraction	1.6	1.5235618970242737	1.5245496532422496
2bcgFH_G	2005-10-19	x-ray diffraction	1.48	1.5275363089671417	1.5283006213460082
1cruFH_B	1999-08-16	x-ray diffraction	1.5	1.5245524228128275	1.524671700386897
3h7uFH_A	2009-04-28	x-ray diffraction	1.25	1.5258757335560604	1.5256480136352848
3irsFH_A	2009-08-24	x-ray diffraction	1.76	1.5295629787957334	1.5292535305962565
3nxbFH_B	2010-07-13	x-ray diffraction	1.83	1.5297135351106959	1.5298407289471023
2wdsFH_A	2009-03-26	x-ray diffraction	1.35	1.523894070827985	1.5239838042921936
2blfFH_A	2005-03-04	x-ray diffraction	1.8	1.5234247287485034	1.5234630389493844
2xczFH_A	2010-04-27	x-ray diffraction	1.64	1.5276102287054716	1.5281773818239897
2blfFH_B	2005-03-04	x-ray diffraction	1.8	1.5264040494621087	1.5269516039936144
1rkiFH_A	2003-11-21	x-ray diffraction	1.6	1.5283752286166645	1.5294917034212363
1pylFH_A	2003-07-09	x-ray diffraction	1.51	1.5219578516342118	1.5215361856247323
1gwuFH_A	2002-03-25	x-ray diffraction	1.31	nan	1.5205558979282947
1kjwFH_A	2001-12-05	x-ray diffraction	1.8	1.524289182501952	1.5244783905028914
2pa6FH_B	2007-03-27	x-ray diffraction	1.85	1.525368885254958	1.5258373530052614
3mgdFH_A	2010-04-05	x-ray diffraction	1.9	1.5255795362762128	1.525155341238799
3gfuFH_A	2009-02-27	x-ray diffraction	1.99	1.523298803486029	1.5245237265403007
2wraFH_A	2009-09-01	x-ray diffraction	1.1	1.5177733720500572	1.5182328449487066
2g0iFH_B	2006-02-13	x-ray diffraction	1.85	1.527182012125361	1.5267715528742518
3ge5FH_B	2009-02-25	x-ray diffraction	1.7	1.5292675032225354	1.5295060343758058
1r8sFH_A	2003-10-28	x-ray diffraction	1.46	1.522048911358913	1.5223678400974716
3nyiFH_A	2010-07-15	x-ray diffraction	1.9	1.5258024635494867	1.5261376542672833
1jfxFH_A	2001-06-22	x-ray diffraction	1.65	1.5240069330307675	1.5240225167100678
3do8FH_A	2008-07-03	x-ray diffraction	1.6	1.5258387351923037	1.5268228103782577
1sauFH_A	2004-02-09	x-ray diffraction	1.12	1.5178031408095007	1.5176213367711975
3bpuFH_A	2007-12-19	x-ray diffraction	1.6	1.5261395573385035	1.525938294947463
2zpoFH_A	2008-07-25	x-ray diffraction	1.6	1.5247227065861106	1.5261721709506657
1vf1FH_A	2004-04-07	x-ray diffraction	1.77	1.5253642533828855	1.5256571408710433
3ocuFH_A	2010-08-10	x-ray diffraction	1.35	1.52594445685173	1.5268927866057487
3qdsFH_B	2011-01-19	x-ray diffraction	1.15	1.518310049766231	1.5167996446568062
3ki8FH_A	2009-10-31	x-ray diffraction	1.6	1.5224581671649118	1.522174231945101
1tr0FH_J	2004-06-18	x-ray diffraction	1.8	1.5227417360679685	1.5212047752714584
2c1dFH_D	2005-09-13	x-ray diffraction	1.92	1.5282447505040013	1.5275168607898562
3ls0FH_A	2010-02-12	x-ray diffraction	1.8	1.5264586924132266	1.526198162898269
1atlFH_B	1995-05-26	x-ray diffraction	1.8	1.5251161097977117	1.525168945634674
1w9aFH_B	2004-10-07	x-ray diffraction	1.8	1.5261624003147236	1.526573688664146
1w32FH_A	2004-07-12	x-ray diffraction	1.2	1.5226612788572487	1.5226829258416401
3ju5FH_D	2009-09-14	x-ray diffraction	1.75	1.5266988071307535	1.5266819559458644
2wnvFH_F	2009-07-20	x-ray diffraction	1.25	1.524067417742231	1.5243736810620436
2c0dFH_B	2005-09-01	x-ray diffraction	1.78	nan	1.52866681196473
3iqiFH_X	2009-08-20	x-ray diffraction	1.7	1.5297394936941235	1.5296064913779213
3or5FH_A	2010-09-06	x-ray diffraction	1.66	1.5232989632784595	1.5252118588198065
1s57FH_B	2004-01-20	x-ray diffraction	1.8	1.5246261150612173	1.5251363273786251
2je8FH_B	2007-01-16	x-ray diffraction	1.7	1.5267877542885273	1.5265056506998451
2zfnFH_A	2008-01-08	x-ray diffraction	1.9	1.5288537805713187	1.5277261028836513
2x3eFH_B	2010-01-24	x-ray diffraction	1.81	1.5268177067332795	1.5276763217491094
3ddoFH_E	2008-06-06	x-ray diffraction	1.5	1.52476386141267	1.5251010559386868
2pl1FH_A	2007-04-18	x-ray diffraction	1.9	1.5253724589011401	1.5255297347103662
3cqtFH_A	2008-04-03	x-ray diffraction	1.6	1.523798170606668	1.5239150657866753
1zvtFH_A	2005-06-02	x-ray diffraction	1.7	1.5238731733842141	1.5240639958593147
3dpkFH_A	2008-07-08	x-ray diffraction	1.95	1.5254644101567183	1.5244399046316601
2hf2FH_B	2006-06-22	x-ray diffraction	1.9	1.5281532720701025	1.527793124974698
1y63FH_A	2004-12-03	x-ray diffraction	1.7	1.5226527836220067	1.5219940088293784
2q3gFH_A	2007-05-30	x-ray diffraction	1.11	1.518850113949765	1.5188223969990424
3dauFH_A	2008-05-30	x-ray diffraction	1.5	1.5222389232592264	1.5204964593437003
2nzcFH_A	2006-11-22	x-ray diffraction	1.95	1.5224349470807634	1.521794611722487
3k2wFH_E	2009-09-30	x-ray diffraction	1.9	1.5268349554798297	1.5272212041468949
3js5FH_A	2009-09-09	x-ray diffraction	1.94	1.52793517556082	1.527342552459881
2rccFH_B	2007-09-19	x-ray diffraction	1.9	1.5290205325846553	1.5278388291094638
1j0hFH_B	2002-11-14	x-ray diffraction	1.9	1.5249959355221157	1.525056281028021
2ohwFH_B	2007-01-10	x-ray diffraction	1.4	1.5247338903027883	1.5248546369108145
1shkFH_A	1997-10-27	x-ray diffraction	1.9	1.525337977537012	1.5249797120849649
2i51FH_A	2006-08-23	x-ray diffraction	1.4	1.522481862674199	1.5220785582712744
3laeFH_A	2010-01-06	x-ray diffraction	1.45	1.521881273379598	1.5218711490785204
2d1sFH_A	2005-08-31	x-ray diffraction	1.3	1.5243008790515493	1.5243286041753739
3nrwFH_A	2010-06-30	x-ray diffraction	1.7	1.525868813094098	1.5260706202615606
3og9FH_B	2010-08-16	x-ray diffraction	1.88	1.5275654452601024	1.5274301912447783
1kj9FH_A	2001-12-04	x-ray diffraction	1.6	1.5253172765821639	1.5252612409244741
1bxuFH_A	1998-10-09	x-ray diffraction	1.9	1.5255654544879687	1.5271072752608896
2f7bFH_A	2005-11-30	x-ray diffraction	1.9	1.5276366558819399	1.5282770383174715
2d73FH_A	2005-11-15	x-ray diffraction	1.6	1.5240079382019083	1.524551174026965
2z0jFH_E	2007-05-07	x-ray diffraction	1.5	1.523616379625152	1.5235438474324943
3o6dFH_A	2010-07-28	x-ray diffraction	1.95	1.5279139774744135	1.5275198451652763
2h4vFH_B	2006-05-25	x-ray diffraction	1.55	1.5276691433580645	1.52839758497745
3gipFH_A	2009-03-05	x-ray diffraction	1.5	1.5237489227509668	1.5243010102817567
2je6FH_B	2007-01-15	x-ray diffraction	1.6	1.5221853807815933	1.5216938810433014
2bbaFH_A	2005-10-17	x-ray diffraction	1.65	1.5246275629172625	1.5257587356147089
3jszFH_A	2009-09-11	x-ray diffraction	1.7	1.5267648932261182	1.5268604906666372
2i02FH_A	2006-08-09	x-ray diffraction	1.8	1.5231967056352806	1.522441420602701
3ee4FH_A	2008-09-04	x-ray diffraction	1.9	1.5276954303953405	1.5270711063810813
3ahnFH_A	2010-04-25	x-ray diffraction	1.8	1.5259500119882214	1.5260070822810472
1vziFH_B	2004-05-19	x-ray diffraction	1.15	1.5235059129834576	1.5245227911559274
2xquFH_A	2010-09-07	x-ray diffraction	1.84	1.5277579575884555	1.5283898607893038
2p0nFH_A	2007-02-28	x-ray diffraction	1.41	1.5273326700571632	1.5267884896686243
3dttFH_A	2008-07-15	x-ray diffraction	1.7	1.5318360904359605	1.5319888271767517
3ct1FH_A	2008-04-11	x-ray diffraction	1.51	1.5275514289348633	1.5276735936251127
1avbFH_A	1997-09-15	x-ray diffraction	1.9	1.520936539470356	1.5216148958270974
2ox6FH_B	2007-02-19	x-ray diffraction	1.7	1.5302497752568542	1.530087130847034
1b2sFH_F	1998-11-30	x-ray diffraction	1.82	1.523089987554965	1.5236085607092194
2zzdFH_J	2009-02-09	x-ray diffraction	1.78	1.5253368521242539	1.525490672330882
2gb7FH_D	2006-03-10	x-ray diffraction	1.7	1.5244260577700106	1.5247899911941352
1y6iFH_A	2004-12-06	x-ray diffraction	1.78	1.526680872704524	1.526081925619119
3kz7FH_A	2009-12-08	x-ray diffraction	1.95	1.5206606766147621	1.5182369474155906
1b1cFH_A	1998-11-19	x-ray diffraction	1.93	1.5282484254398763	1.5283353793988608
1euvFH_A	2000-04-17	x-ray diffraction	1.6	1.522855390747883	1.5225502933815895
3os4FH_A	2010-09-08	x-ray diffraction	1.6	1.5264711168331724	1.5267772996537066
2ah6FH_B	2005-07-27	x-ray diffraction	1.6	1.5245107113879697	1.524833840327192
3cu2FH_B	2008-04-15	x-ray diffraction	1.91	1.5239298657702136	1.5244261146351212
2c29FH_F	2005-09-27	x-ray diffraction	1.81	1.5276881905226232	1.5278419014910134
1ujpFH_A	2003-08-08	x-ray diffraction	1.34	1.5246667257167934	1.5251920571207245
3danFH_A	2008-05-29	x-ray diffraction	1.8	1.5256951821554001	1.5257844289136486
2nrrFH_A	2006-11-02	x-ray diffraction	1.2	1.5191358844702942	1.5183441722204118
1td4FH_A	2004-05-21	x-ray diffraction	1.5	1.5237379542152598	1.5236899647968243
2pagFH_A	2007-03-27	x-ray diffraction	1.6	1.524942487355621	1.5252669976833888
3l8hFH_B	2009-12-31	x-ray diffraction	1.68	1.525469174475556	1.5262527043850715
2gkmFH_B	2006-04-03	x-ray diffraction	1.73	1.5294253558210351	1.5296810932892044
2iw2FH_B	2006-06-24	x-ray diffraction	1.82	nan	1.5275128892872893
3kmvFH_D	2009-11-11	x-ray diffraction	1.8	1.5304811996560108	1.5307256126771978
2q87FH_A	2007-06-09	x-ray diffraction	1.7	1.5248994223354058	1.5240808041005074
2qgyFH_B	2007-06-29	x-ray diffraction	1.8	1.5268761333692795	1.527927293750545
2zibFH_A	2008-02-14	x-ray diffraction	1.34	1.5225615419334624	1.522708684083122
2vfqFH_A	2007-11-05	x-ray diffraction	1.55	1.5236760389597206	1.5238285090070791
3gocFH_B	2009-03-18	x-ray diffraction	1.6	1.5234349769293605	1.523955476801719
1fusFH_A	1993-01-18	x-ray diffraction	1.3	1.5328951545014702	1.5335698114357572
3echFH_A	2008-08-30	x-ray diffraction	1.8	1.5284545283221116	1.5289296266990735
2cdnFH_A	2006-01-25	x-ray diffraction	1.9	1.5303157170836397	1.5307267080852984
3girFH_A	2009-03-06	x-ray diffraction	1.6	1.5223484518700772	1.5210489935097065
1g8aFH_A	2000-11-16	x-ray diffraction	1.4	1.5247518569014498	1.5248495628436867
1gxnFH_A	2002-04-08	x-ray diffraction	1.5	1.5284205680391916	1.5287495775998106
3lwdFH_A	2010-02-23	x-ray diffraction	1.75	1.5307736315211895	1.5311816910877338
3b8zFH_B	2007-11-02	x-ray diffraction	1.4	1.5258612375603846	1.5261412199590532
2rhkFH_C	2007-10-09	x-ray diffraction	1.95	1.5248251237301207	1.5244345420304286
3kxtFH_A	2009-12-03	x-ray diffraction	1.6	1.5214268303633112	1.5209403930877192
1bx4FH_A	1998-10-13	x-ray diffraction	1.5	1.534877992938429	1.5352227406685226
2p9wFH_A	2007-03-26	x-ray diffraction	1.35	1.5233340078030855	1.523387228306358
1ym3FH_A	2005-01-20	x-ray diffraction	1.75	1.528768387543943	1.5289484964083184
1jt2FH_A	2001-08-20	x-ray diffraction	1.8	1.5249163184775063	1.5253169003032148
1y5iFH_B	2004-12-02	x-ray diffraction	1.9	1.529007336874472	1.5290246213215757
3pu9FH_A	2010-12-03	x-ray diffraction	1.55	1.5211088811945856	1.5223860135011544
2oqkFH_A	2007-01-31	x-ray diffraction	1.8	1.5257729956165318	1.5256532537482146
2hdaFH_A	2006-06-20	x-ray diffraction	1.9	1.5251320501950838	1.5249850908695566
3ansFH_B	2010-09-08	x-ray diffraction	1.98	1.5285209635273402	1.528926442799945
1wogFH_E	2004-08-18	x-ray diffraction	1.8	1.52509874253003	1.5254370804707151
3ie7FH_A	2009-07-22	x-ray diffraction	1.6	1.5237323322475658	1.5239622617164152
3p24FH_C	2010-10-01	x-ray diffraction	1.8	1.5261146285454597	1.5263974363293884
1zv9FH_A	2005-06-01	x-ray diffraction	1.28	1.5250488260278898	1.5256008766052782
1yfuFH_A	2005-01-04	x-ray diffraction	1.9	1.5242175875271422	1.5247997137941929
1xg2FH_B	2004-09-16	x-ray diffraction	1.9	1.528258089097192	1.5277691202762538
2ra4FH_A	2007-09-14	x-ray diffraction	1.7	1.524914870575698	1.525339106695768
1wtoFH_A	2004-11-29	x-ray diffraction	1.5	1.5229498462212692	1.5232475592000838
1zo2FH_A	2005-05-12	x-ray diffraction	1.6	1.5239983219681859	1.5243121438890788
2dp6FH_A	2006-05-07	x-ray diffraction	1.8	1.5247893945718436	1.5251498774899237
3ebvFH_A	2008-08-28	x-ray diffraction	1.5	1.5280775280964487	1.528300073748113
3crmFH_A	2008-04-07	x-ray diffraction	1.9	1.5262796997381505	1.5265703534580788
2x32FH_A	2010-01-19	x-ray diffraction	1.55	1.5200280888777777	1.5212834720349044
1xnfFH_A	2004-10-04	x-ray diffraction	1.98	1.5264921497681188	1.526809290495842
2pz0FH_B	2007-05-17	x-ray diffraction	1.91	1.529084369227401	1.529722781280479
2f9iFH_C	2005-12-05	x-ray diffraction	1.98	1.5312893196996153	1.5304914378817316
1di6FH_A	1999-11-29	x-ray diffraction	1.45	1.5233800108132276	1.5238324622490753
1c02FH_A	1999-07-14	x-ray diffraction	1.8	1.5261376214992692	1.5263045696471929
3boiFH_A	2007-12-17	x-ray diffraction	1.0	1.5130686239789304	1.5123101522455313
2pqtFH_A	2007-05-02	x-ray diffraction	1.78	1.5293947679956403	1.529747118869017
1rk8FH_A	2003-11-21	x-ray diffraction	1.9	1.5235311320703235	1.5241783705366856
3dc5FH_C	2008-06-03	x-ray diffraction	1.7	1.5275164994925035	1.5282626557668109
3bm7FH_A	2007-12-12	x-ray diffraction	1.35	1.523587336231804	1.5238094359208483
1injFH_A	2001-05-14	x-ray diffraction	1.55	1.5243828313729104	1.5247495210877045
3kgwFH_B	2009-10-29	x-ray diffraction	1.65	1.5297790203637895	1.5293836913815306
2hxwFH_A	2006-08-04	x-ray diffraction	1.6	1.5247702486184813	1.5253157364808096
1yb3FH_A	2004-12-19	x-ray diffraction	1.6	1.5282632026399694	1.528945640866754
3ougFH_I	2010-09-14	x-ray diffraction	1.55	1.522259335176197	1.5233841137298743
1q5zFH_A	2003-08-11	x-ray diffraction	1.8	1.526797473894177	1.526601701384501
2bk9FH_A	2005-02-14	x-ray diffraction	1.2	1.5213354984057181	1.5223458052953818
3pohFH_A	2010-11-22	x-ray diffraction	1.55	1.5226171172834582	1.5229959937758548
3kkzFH_A	2009-11-06	x-ray diffraction	1.68	1.5244203488028125	1.5246751854579164
1t6cFH_A	2004-05-06	x-ray diffraction	1.53	1.5235461438373523	1.523786660027673
1ab1FH_A	1997-01-31	x-ray diffraction	0.89	1.5257652180679306	1.527654911745635
3latFH_A	2010-01-07	x-ray diffraction	1.7	1.5266389926464154	1.5264194416757049
3mn2FH_B	2010-04-20	x-ray diffraction	1.8	1.5249973492635918	1.5249772203552512
2o6sFH_A	2006-12-08	x-ray diffraction	1.5	1.5235156293122079	1.524413860976387
1fvuFH_B	2000-09-20	x-ray diffraction	1.8	1.5242791229356036	1.524403693602531
2zsiFH_A	2008-09-10	x-ray diffraction	1.8	1.5244368801316215	1.524830281395473
2fyxFH_A	2006-02-08	x-ray diffraction	1.9	1.5208532677736308	1.5187446413123167
1v30FH_A	2003-10-21	x-ray diffraction	1.4	1.5232130880122705	1.5237695752226443
2imrFH_A	2006-10-04	x-ray diffraction	1.78	1.5248006581667246	1.5253304727920614
2qc5FH_A	2007-06-19	x-ray diffraction	1.8	1.5285751382327282	1.5281407409188525
2w0iFH_A	2008-08-18	x-ray diffraction	1.8	1.5273476255315581	1.5273511758771292
2yqzFH_A	2007-04-01	x-ray diffraction	1.8	1.5266819724714467	1.5261556550981474
1yfnFH_C	2005-01-03	x-ray diffraction	1.8	1.52450960192295	1.524198542175133
2a2nFH_C	2005-06-22	x-ray diffraction	1.65	1.5265030374964907	1.526607601956327
1ayeFH_A	1997-11-03	x-ray diffraction	1.8	1.5269185180724525	1.5265325189571595
3evfFH_A	2008-10-13	x-ray diffraction	1.45	1.5236882569880486	1.5243160682511208
1ccwFH_B	1999-03-01	x-ray diffraction	1.6	1.522934911333598	1.522852420982396
1h0hFH_B	2002-06-19	x-ray diffraction	1.8	1.5246245277225725	1.5241070914438357
2b5aFH_A	2005-09-28	x-ray diffraction	1.54	1.5266683469356894	1.5275314527609147
2f1kFH_B	2005-11-14	x-ray diffraction	1.55	1.5264274766130221	1.5264848386423224
2horFH_A	2006-07-16	x-ray diffraction	1.6	1.524868233671512	1.5251839202103896
1wcuFH_A	2004-11-22	x-ray diffraction	1.5	1.5263771782638007	1.5232942755642893
3fmyFH_A	2008-12-22	x-ray diffraction	1.4	1.524783349039735	1.5257226321525645
1nfvFH_N	2002-12-16	x-ray diffraction	1.95	1.523370561076605	1.5241889981063026
3fcnFH_A	2008-11-21	x-ray diffraction	1.45	1.524864525441302	1.5252856267528219
2jepFH_B	2007-01-18	x-ray diffraction	1.4	1.5236871191824675	1.5236244556562335
2cwqFH_B	2005-06-23	x-ray diffraction	1.9	1.52735031649907	1.5279067856611388
1e6yFH_B	2000-08-23	x-ray diffraction	1.6	1.5257304630267419	1.526449202096793
3hxwFH_A	2009-06-22	x-ray diffraction	1.93	1.526491532365752	1.5268827118765673
3fgyFH_B	2008-12-08	x-ray diffraction	1.59	1.5243249023344747	1.5256686262948254
3gaxFH_B	2009-02-18	x-ray diffraction	1.7	1.5243544566430294	1.522712256376814
3c7xFH_A	2008-02-08	x-ray diffraction	1.7	1.5228854546644903	1.5233145292846202
1e7lFH_B	2000-08-29	x-ray diffraction	1.32	1.5214161950139442	1.5230110667798131
3g7qFH_A	2009-02-10	x-ray diffraction	1.8	1.5253211103194426	1.5254979142822391
3lbmFH_B	2010-01-08	x-ray diffraction	1.48	1.5265794557823442	1.526604509814264
1hw1FH_B	2001-01-09	x-ray diffraction	1.5	1.5252437926462143	1.5253550269392862
